size,n,Q,NPV,var,dem,sed,prc,dsc,dtemp,dprec
140,8,12.1301311342287,615.308595583978,368,67.7071342703682,0.92185701728585,1.15637857089317,0.0635958150472749,1.85839938161601,1.47068044737514
80,9,12.6968040065148,1400.04453090342,543,102.612039175273,0.535558838135651,0.940868803960979,0.0366394329486504,2.32963859554576,1.56571652687022
100,9,12.6968040065148,1425.90494812796,543,102.612039175273,0.535558838135651,0.940868803960979,0.0366394329486504,2.32963859554576,1.56571652687022
120,9,12.6968040065148,1435.31118554967,543,102.612039175273,0.535558838135651,0.940868803960979,0.0366394329486504,2.32963859554576,1.56571652687022
130,9,12.6968040065148,1433.54458000747,543,102.612039175273,0.535558838135651,0.940868803960979,0.0366394329486504,2.32963859554576,1.56571652687022
140,9,12.6968040065148,1431.93134329762,543,102.612039175273,0.535558838135651,0.940868803960979,0.0366394329486504,2.32963859554576,1.56571652687022
80,10,13.9338817543322,1069.6434080982,169,77.506934070168,0.993828959985509,0.872174331562191,0.0372774932162791,3.69460594855053,1.74655720725922
100,10,13.9338817543322,1065.46985799614,169,77.506934070168,0.993828959985509,0.872174331562191,0.0372774932162791,3.69460594855053,1.74655720725922
120,10,13.9338817543322,1058.86216695888,169,77.506934070168,0.993828959985509,0.872174331562191,0.0372774932162791,3.69460594855053,1.74655720725922
130,10,13.9338817543322,1055.19629939684,169,77.506934070168,0.993828959985509,0.872174331562191,0.0372774932162791,3.69460594855053,1.74655720725922
140,10,13.9338817543322,1051.62089048428,169,77.506934070168,0.993828959985509,0.872174331562191,0.0372774932162791,3.69460594855053,1.74655720725922
80,11,6.36298387191422,850.925851878533,619,97.2716988349327,0.743806304543063,0.753528526412636,0.0330405403289513,1.38317842874676,0.513962495992226
100,11,6.36298387191422,847.828360555204,619,97.2716988349327,0.743806304543063,0.753528526412636,0.0330405403289513,1.38317842874676,0.513962495992226
120,11,6.36298387191422,842.421748446734,619,97.2716988349327,0.743806304543063,0.753528526412636,0.0330405403289513,1.38317842874676,0.513962495992226
130,11,6.36298387191422,840.533210693882,619,97.2716988349327,0.743806304543063,0.753528526412636,0.0330405403289513,1.38317842874676,0.513962495992226
140,11,6.36298387191422,839.030088170501,619,97.2716988349327,0.743806304543063,0.753528526412636,0.0330405403289513,1.38317842874676,0.513962495992226
80,12,10.3579067382728,675.093023874892,873,75.1946217578557,0.694385468227289,1.20052982914001,0.0655484784094969,0.620022791976991,1.18084892136976
100,12,10.3579067382728,670.133258234194,873,75.1946217578557,0.694385468227289,1.20052982914001,0.0655484784094969,0.620022791976991,1.18084892136976
120,12,10.3579067382728,663.994417067274,873,75.1946217578557,0.694385468227289,1.20052982914001,0.0655484784094969,0.620022791976991,1.18084892136976
130,12,10.3579067382728,661.695821894084,873,75.1946217578557,0.694385468227289,1.20052982914001,0.0655484784094969,0.620022791976991,1.18084892136976
140,12,10.3579067382728,658.82419984899,873,75.1946217578557,0.694385468227289,1.20052982914001,0.0655484784094969,0.620022791976991,1.18084892136976
80,13,10.4225153607546,867.463341487427,277,85.3247518879858,0.971862038958946,1.05302123353752,0.0521189401705691,3.94377197898728,1.26353146848269
100,13,10.4225153607546,888.419572340538,277,85.3247518879858,0.971862038958946,1.05302123353752,0.0521189401705691,3.94377197898728,1.26353146848269
120,13,10.4225153607546,900.360547447095,277,85.3247518879858,0.971862038958946,1.05302123353752,0.0521189401705691,3.94377197898728,1.26353146848269
130,13,10.4225153607546,905.482108387978,277,85.3247518879858,0.971862038958946,1.05302123353752,0.0521189401705691,3.94377197898728,1.26353146848269
140,13,10.4225153607546,908.648912118267,277,85.3247518879858,0.971862038958946,1.05302123353752,0.0521189401705691,3.94377197898728,1.26353146848269
80,14,10.0505349962501,486.605863667476,394,59.0634906267245,0.785734978929704,0.965404497238167,0.0667206299039969,0.0482646481771218,1.24586844450927
100,14,10.0505349962501,484.281286046033,394,59.0634906267245,0.785734978929704,0.965404497238167,0.0667206299039969,0.0482646481771218,1.24586844450927
120,14,10.0505349962501,478.531251753612,394,59.0634906267245,0.785734978929704,0.965404497238167,0.0667206299039969,0.0482646481771218,1.24586844450927
130,14,10.0505349962501,474.797083947759,394,59.0634906267245,0.785734978929704,0.965404497238167,0.0667206299039969,0.0482646481771218,1.24586844450927
140,14,10.0505349962501,470.363383947759,394,59.0634906267245,0.785734978929704,0.965404497238167,0.0667206299039969,0.0482646481771218,1.24586844450927
80,15,7.29282791819328,527.347879947816,752,101.455883019117,0.748379655196345,0.871929460109488,0.0726884415064443,3.0130741001646,0.756915910122916
100,15,7.29282791819328,522.407707614392,752,101.455883019117,0.748379655196345,0.871929460109488,0.0726884415064443,3.0130741001646,0.756915910122916
120,15,7.29282791819328,514.093951514923,752,101.455883019117,0.748379655196345,0.871929460109488,0.0726884415064443,3.0130741001646,0.756915910122916
130,15,7.29282791819328,510.304685845402,752,101.455883019117,0.748379655196345,0.871929460109488,0.0726884415064443,3.0130741001646,0.756915910122916
140,15,7.29282791819328,506.738097732875,752,101.455883019117,0.748379655196345,0.871929460109488,0.0726884415064443,3.0130741001646,0.756915910122916
80,16,13.2105330239886,1337.52924037936,659,92.2066337698677,0.992577087944136,1.2274288418693,0.0404906319346777,0.0102167421657788,1.62343467215874
100,16,13.2105330239886,1364.10472330735,659,92.2066337698677,0.992577087944136,1.2274288418693,0.0404906319346777,0.0102167421657788,1.62343467215874
120,16,13.2105330239886,1367.39122910414,659,92.2066337698677,0.992577087944136,1.2274288418693,0.0404906319346777,0.0102167421657788,1.62343467215874
130,16,13.2105330239886,1368.87875224085,659,92.2066337698677,0.992577087944136,1.2274288418693,0.0404906319346777,0.0102167421657788,1.62343467215874
140,16,13.2105330239886,1369.67436179036,659,92.2066337698677,0.992577087944136,1.2274288418693,0.0404906319346777,0.0102167421657788,1.62343467215874
80,17,9.88224372227164,569.763206834797,202,73.1575847208186,0.839691998079061,0.779702469766945,0.0629852619917096,1.01943440455943,1.18036999317285
100,17,9.88224372227164,566.069627939089,202,73.1575847208186,0.839691998079061,0.779702469766945,0.0629852619917096,1.01943440455943,1.18036999317285
120,17,9.88224372227164,559.708114867691,202,73.1575847208186,0.839691998079061,0.779702469766945,0.0629852619917096,1.01943440455943,1.18036999317285
130,17,9.88224372227164,556.62176551628,202,73.1575847208186,0.839691998079061,0.779702469766945,0.0629852619917096,1.01943440455943,1.18036999317285
140,17,9.88224372227164,553.935684776952,202,73.1575847208186,0.839691998079061,0.779702469766945,0.0629852619917096,1.01943440455943,1.18036999317285
80,18,6.61800637425266,1079.78913561723,352,77.6170441802781,0.804232995422138,0.947962477389449,0.027919370862068,0.30779904548667,0.569879173274551
100,18,6.61800637425266,1079.13397294853,352,77.6170441802781,0.804232995422138,0.947962477389449,0.027919370862068,0.30779904548667,0.569879173274551
120,18,6.61800637425266,1074.38451419989,352,77.6170441802781,0.804232995422138,0.947962477389449,0.027919370862068,0.30779904548667,0.569879173274551
130,18,6.61800637425266,1072.12829382534,352,77.6170441802781,0.804232995422138,0.947962477389449,0.027919370862068,0.30779904548667,0.569879173274551
140,18,6.61800637425266,1068.61712348831,352,77.6170441802781,0.804232995422138,0.947962477389449,0.027919370862068,0.30779904548667,0.569879173274551
80,19,14.0682334748769,1170.12282158737,354,74.0935206567546,0.778207945502927,1.02904472979871,0.0358474159228137,2.47886346795253,1.70792679825266
100,19,14.0682334748769,1156.44452158737,354,74.0935206567546,0.778207945502927,1.02904472979871,0.0358474159228137,2.47886346795253,1.70792679825266
120,19,14.0682334748769,1144.36652158737,354,74.0935206567546,0.778207945502927,1.02904472979871,0.0358474159228137,2.47886346795253,1.70792679825266
130,19,14.0682334748769,1139.19912158737,354,74.0935206567546,0.778207945502927,1.02904472979871,0.0358474159228137,2.47886346795253,1.70792679825266
140,19,14.0682334748769,1134.76542158737,354,74.0935206567546,0.778207945502927,1.02904472979871,0.0358474159228137,2.47886346795253,1.70792679825266
80,20,11.7840044047636,1112.99478713818,678,55.2096367728707,0.756351496760936,0.871285459776787,0.021512930362063,3.64260812696854,1.33151757355912
100,20,11.7840044047636,1118.75167098005,678,55.2096367728707,0.756351496760936,0.871285459776787,0.021512930362063,3.64260812696854,1.33151757355912
120,20,11.7840044047636,1116.45758418986,678,55.2096367728707,0.756351496760936,0.871285459776787,0.021512930362063,3.64260812696854,1.33151757355912
130,20,11.7840044047636,1116.84377774218,678,55.2096367728707,0.756351496760936,0.871285459776787,0.021512930362063,3.64260812696854,1.33151757355912
140,20,11.7840044047636,1112.41007774218,678,55.2096367728707,0.756351496760936,0.871285459776787,0.021512930362063,3.64260812696854,1.33151757355912
80,21,9.49808917588973,689.470610870701,526,62.8622894255233,0.699217122699669,1.23095243913149,0.0577799285978342,1.85662958501397,1.03397699196025
100,21,9.49808917588973,684.784374129329,526,62.8622894255233,0.699217122699669,1.23095243913149,0.0577799285978342,1.85662958501397,1.03397699196025
120,21,9.49808917588973,673.792430611534,526,62.8622894255233,0.699217122699669,1.23095243913149,0.0577799285978342,1.85662958501397,1.03397699196025
130,21,9.49808917588973,669.346478018664,526,62.8622894255233,0.699217122699669,1.23095243913149,0.0577799285978342,1.85662958501397,1.03397699196025
140,21,9.49808917588973,665.368249683022,526,62.8622894255233,0.699217122699669,1.23095243913149,0.0577799285978342,1.85662958501397,1.03397699196025
80,22,5.76234386540727,526.918563538792,696,94.8492764125103,0.867472874797513,1.10252901131858,0.0690817299606866,2.90835517488028,0.494312738740285
100,22,5.76234386540727,519.366180935949,696,94.8492764125103,0.867472874797513,1.10252901131858,0.0690817299606866,2.90835517488028,0.494312738740285
120,22,5.76234386540727,509.914735345566,696,94.8492764125103,0.867472874797513,1.10252901131858,0.0690817299606866,2.90835517488028,0.494312738740285
130,22,5.76234386540727,507.104441534476,696,94.8492764125103,0.867472874797513,1.10252901131858,0.0690817299606866,2.90835517488028,0.494312738740285
140,22,5.76234386540727,503.111068231921,696,94.8492764125103,0.867472874797513,1.10252901131858,0.0690817299606866,2.90835517488028,0.494312738740285
80,23,6.01958978103296,463.518526913539,527,60.2747018379357,0.828848022371517,0.791314323542517,0.0575999008227201,2.76315182192545,0.540078600762146
100,23,6.01958978103296,456.407027927513,527,60.2747018379357,0.828848022371517,0.791314323542517,0.0575999008227201,2.76315182192545,0.540078600762146
120,23,6.01958978103296,449.513710855581,527,60.2747018379357,0.828848022371517,0.791314323542517,0.0575999008227201,2.76315182192545,0.540078600762146
130,23,6.01958978103296,446.66085570889,527,60.2747018379357,0.828848022371517,0.791314323542517,0.0575999008227201,2.76315182192545,0.540078600762146
140,23,6.01958978103296,445.312305512716,527,60.2747018379357,0.828848022371517,0.791314323542517,0.0575999008227201,2.76315182192545,0.540078600762146
80,24,6.83368314252279,793.815194809742,732,74.8092363724703,0.857481968081514,1.00105043376989,0.0418768151487607,1.45541750801433,0.706949119668986
100,24,6.83368314252279,792.479938716527,732,74.8092363724703,0.857481968081514,1.00105043376989,0.0418768151487607,1.45541750801433,0.706949119668986
120,24,6.83368314252279,786.459405407839,732,74.8092363724703,0.857481968081514,1.00105043376989,0.0418768151487607,1.45541750801433,0.706949119668986
130,24,6.83368314252279,783.347281792298,732,74.8092363724703,0.857481968081514,1.00105043376989,0.0418768151487607,1.45541750801433,0.706949119668986
140,24,6.83368314252279,780.737999163674,732,74.8092363724703,0.857481968081514,1.00105043376989,0.0418768151487607,1.45541750801433,0.706949119668986
80,25,7.86337761122778,607.085339665709,411,92.536964100198,0.551011061787049,0.746798859730044,0.0609561622492807,4.07825355452338,0.783845730179123
100,25,7.86337761122778,611.654208131523,411,92.536964100198,0.551011061787049,0.746798859730044,0.0609561622492807,4.07825355452338,0.783845730179123
120,25,7.86337761122778,608.641879421439,411,92.536964100198,0.551011061787049,0.746798859730044,0.0609561622492807,4.07825355452338,0.783845730179123
130,25,7.86337761122778,607.872535710603,411,92.536964100198,0.551011061787049,0.746798859730044,0.0609561622492807,4.07825355452338,0.783845730179123
140,25,7.86337761122778,605.523262498289,411,92.536964100198,0.551011061787049,0.746798859730044,0.0609561622492807,4.07825355452338,0.783845730179123
80,26,14.9241818032798,1548.67594934997,168,70.0194465826805,0.962798508614916,1.14484769982739,0.0240042895022584,1.31748437964799,1.76914903675871
100,26,14.9241818032798,1541.6203872375,168,70.0194465826805,0.962798508614916,1.14484769982739,0.0240042895022584,1.31748437964799,1.76914903675871
120,26,14.9241818032798,1533.21623968053,168,70.0194465826805,0.962798508614916,1.14484769982739,0.0240042895022584,1.31748437964799,1.76914903675871
130,26,14.9241818032798,1528.04883968053,168,70.0194465826805,0.962798508614916,1.14484769982739,0.0240042895022584,1.31748437964799,1.76914903675871
140,26,14.9241818032798,1523.61513968053,168,70.0194465826805,0.962798508614916,1.14484769982739,0.0240042895022584,1.31748437964799,1.76914903675871
80,27,8.70567438706254,1198.16555634406,751,80.0394666027005,0.750385536341224,0.819081262228088,0.0273435616582442,1.0145882905804,0.999135620699131
100,27,8.70567438706254,1232.18713431636,751,80.0394666027005,0.750385536341224,0.819081262228088,0.0273435616582442,1.0145882905804,0.999135620699131
120,27,8.70567438706254,1244.81044757636,751,80.0394666027005,0.750385536341224,0.819081262228088,0.0273435616582442,1.0145882905804,0.999135620699131
130,27,8.70567438706254,1245.95153140586,751,80.0394666027005,0.750385536341224,0.819081262228088,0.0273435616582442,1.0145882905804,0.999135620699131
140,27,8.70567438706254,1243.57131803796,751,80.0394666027005,0.750385536341224,0.819081262228088,0.0273435616582442,1.0145882905804,0.999135620699131
80,28,11.8601734931181,539.953077464109,859,59.8342613974953,0.629320297090969,0.968097269422075,0.0621851023175829,1.06062060834742,1.46017408980988
100,28,11.8601734931181,537.916909910005,859,59.8342613974953,0.629320297090969,0.968097269422075,0.0621851023175829,1.06062060834742,1.46017408980988
120,28,11.8601734931181,528.841894549983,859,59.8342613974953,0.629320297090969,0.968097269422075,0.0621851023175829,1.06062060834742,1.46017408980988
130,28,11.8601734931181,523.674494549983,859,59.8342613974953,0.629320297090969,0.968097269422075,0.0621851023175829,1.06062060834742,1.46017408980988
140,28,11.8601734931181,519.240794549983,859,59.8342613974953,0.629320297090969,0.968097269422075,0.0621851023175829,1.06062060834742,1.46017408980988
80,29,5.99564299934924,604.283503364184,534,62.531959095193,0.745269818173314,0.87720666469086,0.0475104562588758,3.01989699115879,0.529722004150972
100,29,5.99564299934924,605.152057866289,534,62.531959095193,0.745269818173314,0.87720666469086,0.0475104562588758,3.01989699115879,0.529722004150972
120,29,5.99564299934924,600.143273120472,534,62.531959095193,0.745269818173314,0.87720666469086,0.0475104562588758,3.01989699115879,0.529722004150972
130,29,5.99564299934924,595.987714539841,534,62.531959095193,0.745269818173314,0.87720666469086,0.0475104562588758,3.01989699115879,0.529722004150972
140,29,5.99564299934924,593.536965073106,534,62.531959095193,0.745269818173314,0.87720666469086,0.0475104562588758,3.01989699115879,0.529722004150972
80,30,6.90538752112318,732.685710874507,270,69.0284555916895,0.640529391269579,0.787554188442414,0.0400467101355327,2.14232496235912,0.615760398449908
100,30,6.90538752112318,734.310804933698,270,69.0284555916895,0.640529391269579,0.787554188442414,0.0400467101355327,2.14232496235912,0.615760398449908
120,30,6.90538752112318,730.071173945872,270,69.0284555916895,0.640529391269579,0.787554188442414,0.0400467101355327,2.14232496235912,0.615760398449908
130,30,6.90538752112318,728.10571628068,270,69.0284555916895,0.640529391269579,0.787554188442414,0.0400467101355327,2.14232496235912,0.615760398449908
140,30,6.90538752112318,725.714168850981,270,69.0284555916895,0.640529391269579,0.787554188442414,0.0400467101355327,2.14232496235912,0.615760398449908
80,31,8.44379691456458,514.855942866573,474,90.554982118216,0.924919072069108,0.964857841437884,0.0774167150747193,3.61296807989282,0.992272154448022
100,31,8.44379691456458,514.665260918536,474,90.554982118216,0.924919072069108,0.964857841437884,0.0774167150747193,3.61296807989282,0.992272154448022
120,31,8.44379691456458,508.897766544608,474,90.554982118216,0.924919072069108,0.964857841437884,0.0774167150747193,3.61296807989282,0.992272154448022
130,31,8.44379691456458,506.495454216983,474,90.554982118216,0.924919072069108,0.964857841437884,0.0774167150747193,3.61296807989282,0.992272154448022
140,31,8.44379691456458,504.674088058283,474,90.554982118216,0.924919072069108,0.964857841437884,0.0774167150747193,3.61296807989282,0.992272154448022
80,32,10.9752292166203,1052.63617034967,900,91.9864135496475,0.670885137675141,0.903860964008968,0.0430287390435394,2.12491632061765,1.44457409729117
100,32,10.9752292166203,1070.6597723812,900,91.9864135496475,0.670885137675141,0.903860964008968,0.0430287390435394,2.12491632061765,1.44457409729117
120,32,10.9752292166203,1079.0271321389,900,91.9864135496475,0.670885137675141,0.903860964008968,0.0430287390435394,2.12491632061765,1.44457409729117
130,32,10.9752292166203,1082.00837536881,900,91.9864135496475,0.670885137675141,0.903860964008968,0.0430287390435394,2.12491632061765,1.44457409729117
140,32,10.9752292166203,1085.44610686776,900,91.9864135496475,0.670885137675141,0.903860964008968,0.0430287390435394,2.12491632061765,1.44457409729117
80,33,9.37787963611342,835.397367440192,338,77.3968239600579,0.928853199190066,0.767776992181232,0.0438948163352403,0.550616158319539,1.11103003444815
100,33,9.37787963611342,854.783182036927,338,77.3968239600579,0.928853199190066,0.767776992181232,0.0438948163352403,0.550616158319539,1.11103003444815
120,33,9.37787963611342,855.39971938136,338,77.3968239600579,0.928853199190066,0.767776992181232,0.0438948163352403,0.550616158319539,1.11103003444815
130,33,9.37787963611342,855.523955926988,338,77.3968239600579,0.928853199190066,0.767776992181232,0.0438948163352403,0.550616158319539,1.11103003444815
140,33,9.37787963611342,853.732672572078,338,77.3968239600579,0.928853199190066,0.767776992181232,0.0438948163352403,0.550616158319539,1.11103003444815
80,34,6.39404051441068,1156.94949474288,923,94.2436708069047,0.522249328181939,0.961534028653162,0.0254326821445955,3.97893647834855,0.53369609940398
100,34,6.39404051441068,1148.68524064362,923,94.2436708069047,0.522249328181939,0.961534028653162,0.0254326821445955,3.97893647834855,0.53369609940398
120,34,6.39404051441068,1141.80896661748,923,94.2436708069047,0.522249328181939,0.961534028653162,0.0254326821445955,3.97893647834855,0.53369609940398
130,34,6.39404051441068,1139.21737937225,923,94.2436708069047,0.522249328181939,0.961534028653162,0.0254326821445955,3.97893647834855,0.53369609940398
140,34,6.39404051441068,1138.29741344635,923,94.2436708069047,0.522249328181939,0.961534028653162,0.0254326821445955,3.97893647834855,0.53369609940398
80,35,10.1723028366822,892.722262288774,672,67.541969105203,0.62772536243196,1.06948665113457,0.0433150314798232,0.230124881785167,1.29771132602889
100,35,10.1723028366822,890.38204600714,672,67.541969105203,0.62772536243196,1.06948665113457,0.0433150314798232,0.230124881785167,1.29771132602889
120,35,10.1723028366822,889.443724457763,672,67.541969105203,0.62772536243196,1.06948665113457,0.0433150314798232,0.230124881785167,1.29771132602889
130,35,10.1723028366822,887.929327100138,672,67.541969105203,0.62772536243196,1.06948665113457,0.0433150314798232,0.230124881785167,1.29771132602889
140,35,10.1723028366822,887.110320741561,672,67.541969105203,0.62772536243196,1.06948665113457,0.0433150314798232,0.230124881785167,1.29771132602889
80,36,8.85975164166401,889.625033070127,973,75.8552824185163,0.904599326095559,0.747681353476833,0.0378612284407764,1.04149730523166,0.971604115249855
100,36,8.85975164166401,911.762986333636,973,75.8552824185163,0.904599326095559,0.747681353476833,0.0378612284407764,1.04149730523166,0.971604115249855
120,36,8.85975164166401,920.838047760242,973,75.8552824185163,0.904599326095559,0.747681353476833,0.0378612284407764,1.04149730523166,0.971604115249855
130,36,8.85975164166401,922.961966206493,973,75.8552824185163,0.904599326095559,0.747681353476833,0.0378612284407764,1.04149730523166,0.971604115249855
140,36,8.85975164166401,924.120427591829,973,75.8552824185163,0.904599326095559,0.747681353476833,0.0378612284407764,1.04149730523166,0.971604115249855
80,37,9.47780025225414,1807.12493915713,174,109.383810947045,0.940780984607196,1.0986068511983,0.0244853097444551,1.54901172250117,1.0276433345263
100,37,9.47780025225414,1862.68900951388,174,109.383810947045,0.940780984607196,1.0986068511983,0.0244853097444551,1.54901172250117,1.0276433345263
120,37,9.47780025225414,1889.83374676251,174,109.383810947045,0.940780984607196,1.0986068511983,0.0244853097444551,1.54901172250117,1.0276433345263
130,37,9.47780025225414,1895.50745729767,174,109.383810947045,0.940780984607196,1.0986068511983,0.0244853097444551,1.54901172250117,1.0276433345263
140,37,9.47780025225414,1900.12810296915,174,109.383810947045,0.940780984607196,1.0986068511983,0.0244853097444551,1.54901172250117,1.0276433345263
80,38,13.1251829275554,721.889985858805,607,102.061488624723,0.507071767192408,1.1229005350453,0.0738816450961219,2.44111361418312,1.59389942066877
100,38,13.1251829275554,719.235922486898,607,102.061488624723,0.507071767192408,1.1229005350453,0.0738816450961219,2.44111361418312,1.59389942066877
120,38,13.1251829275554,714.2744588624,607,102.061488624723,0.507071767192408,1.1229005350453,0.0738816450961219,2.44111361418312,1.59389942066877
130,38,13.1251829275554,712.051090730572,607,102.061488624723,0.507071767192408,1.1229005350453,0.0738816450961219,2.44111361418312,1.59389942066877
140,38,13.1251829275554,709.119463752572,607,102.061488624723,0.507071767192408,1.1229005350453,0.0738816450961219,2.44111361418312,1.59389942066877
80,39,7.17139681872172,761.494482403117,952,75.9653925286264,0.869614396464766,0.825819558040001,0.0423116855337299,2.16273669996544,0.750757685330297
100,39,7.17139681872172,766.336849176834,952,75.9653925286264,0.869614396464766,0.825819558040001,0.0423116855337299,2.16273669996544,0.750757685330297
120,39,7.17139681872172,763.994555117086,952,75.9653925286264,0.869614396464766,0.825819558040001,0.0423116855337299,2.16273669996544,0.750757685330297
130,39,7.17139681872172,761.893713064533,952,75.9653925286264,0.869614396464766,0.825819558040001,0.0423116855337299,2.16273669996544,0.750757685330297
140,39,7.17139681872172,760.169046734775,952,75.9653925286264,0.869614396464766,0.825819558040001,0.0423116855337299,2.16273669996544,0.750757685330297
80,40,8.91967615687923,688.04277835826,126,58.4028299660639,0.762577722157194,0.995874047369414,0.0483261434756801,0.856903610015778,1.00264736014152
100,40,8.91967615687923,688.351993610692,126,58.4028299660639,0.762577722157194,0.995874047369414,0.0483261434756801,0.856903610015778,1.00264736014152
120,40,8.91967615687923,682.607177940831,126,58.4028299660639,0.762577722157194,0.995874047369414,0.0483261434756801,0.856903610015778,1.00264736014152
